,id,name,starRating,guestReviews,ratePlan,neighbourhood,enumNeighbourhoods
0,638772320,GRIDS TOKYO ASAKUSA-BASHI HOTEL&HOSTEL,2.0,8.8,10,Asakusabashi,0
1,1167788384,Grids Tokyo Ueno Hotel & Hostel,2.0,9.0,12,Ueno,1
2,612111104,Imano Tokyo Ginza Hostel,2.0,8.8,13,Chuo,2
3,626048,Palette Takashimadaira - Hostel,1.5,6.2,14,Itabashi,3
4,444105,Khaosan World Asakusa RYOKAN & HOSTEL,2.0,8.2,14,Nishiasakusa,4
5,648701984,TOKYO-W-INN Asakusa - Hostel,2.0,8.4,15,Asakusa,5
6,1476296672,WTH Ueno - Hostel,2.0,9.2,15,Higashiueno,6
7,628413,Edo Tokyo Hostel,1.0,6.8,15,Edogawa,7
8,546901,IMANO TOKYO HOSTEL,2.0,8.4,16,Shinjuku,8
9,1481652704,commun ryogoku,2.5,9.4,16,Ryogoku,9
10,883057440,bnb+ Secret Base Mejiro - Hostel,1.0,8.4,17,Mejiro,10
11,952635936,bnb+ Asakusa Kuramae - Hostel,1.0,8.0,17,Taito,11
12,975646656,bnb+ Kanda - Hostel,1.0,8.4,17,Kanda Nishikicho,12
13,1066604096,bnb+ Ueno Okachimachi,1.0,7.2,17,Taito,11
14,512384,1 Night 1980 Hostel Tokyo,1.5,8.2,17,Ueno,1
15,672851040,Taito Ryokan,2.5,8.6,17,Nishiasakusa,4
16,641509216,Tokyo Guest House Ouji Music Lounge - Hostel,2.0,8.4,17,Kita,13
17,791728192,Plat Hostel Keikyu Asakusa Station,2.0,8.8,18,Nishiasakusa,4
18,1186291008,Moon Station Hotel Tokyo,2.5,9.0,18,Ojima,14
19,1228800256,Capsule Hotel Block Room,2.5,6.4,18,Akabane,15
20,633936128,Little Japan,2.0,8.2,18,Asakusabashi,0
21,1067597536,plat hostel keikyu asakusa karin,1.0,8.6,18,Sumida,16
22,1102840000,The Wardrobe Hostel FOREST Shimokitazawa,1.0,8.4,19,Setagaya,17
23,679795,Shibamata FU-TEN Bed and Local,2.0,8.4,19,Shibamata,18
24,644760384,The Guest House Tokyo Azabu,2.0,7.8,19,Higashiazabu,19
25,1158945216,The Micro Museum Hostel Kichijoji,2.0,7.4,19,Musashino,20
28,577288,OYO Hotel Tetora Akabane,2.0,8.0,19,Akabane,15
29,658712,nine hours Shinjuku-North,2.0,8.8,20,Hyakunincho,21
30,1255365408,LEO YU CAPSULE HOTEL Funabashi,2.5,9.2,21,Funabashi,22
31,897735584,LEO YU CAPSULE HOTEL Nishi Funabashi,2.5,8.6,21,Funabashi,22
32,404015,Sakura Hostel Asakusa,2.0,8.4,21,Asakusa,5
33,1619294272,FromScratch TOKYO,1.0,10.0,21,Ogibashi,23
34,931085536,FOCUS Kuramae - Hostel,2.0,8.6,21,Kuramae,24
36,1318832384,nine hours Hamamatsucho,2.5,8.4,22,Hamamatsucho,25
37,832493600,nine hours Asakusa,2.5,8.4,22,Asakusa,5
38,697399,nine hours woman Kanda,2.0,8.4,22,Kajicho,26
39,635395520,do-c Ebisu,2.5,7.6,22,Ebisu,27
40,1275007424,nine hours Suidobashi,2.5,8.6,22,Kanda-Misakicho,28
41,732986368,nine hours Kamata,2.5,8.4,22,Kamata,29
42,332612,Shinjuku Kuyakusho-mae Capsule Hotel,1.5,7.6,22,Kabukicho,30
43,693047168,nine hours Otemachi-Imperial Palace ,2.0,8.2,22,Kanda Nishikicho,12
44,554122,Do-c Gotanda,2.5,7.6,22,Higashigotanda,31
45,426070,K's House Tokyo - Hostel,2.0,8.8,22,Kuramae,24
46,480731,OYO Hikari House,2.0,8.8,22,Okubo,32
47,378510,APA Hotel Asakusa-Kuramae,3.0,8.0,22,Komagata,33
48,420540,Sotetsu Fresa Inn Tokyo-Toyocho,3.0,8.6,23,Koto,34
49,739501472,The Wardrobe Hostel Roppongi,1.0,7.6,23,Roppongi,35
50,949178400,Capsule Hotel Transit Shinjuku,2.5,8.2,23,Kabukicho,30
51,1248633536,&And Hostel Minamisenju,2.0,8.2,23,Minamisenju,36
52,690819680,Hostel Chapter Two Tokyo,1.0,9.4,24,Kaminarimon,37
53,1564876928,Times Inn,2.5,7.2,24,Kamata,29
54,1339661440,Kriness,2.5,6.6,24,Kawaguchi,38
56,1653617248,APA Hotel Ueno Hirokoji,3.0,9.2,25,Chiyoda,39
57,1362583232,Binemu Asabujuban,2.5,8.6,25,Higashiazabu,19
58,1435784864,OYO Ryokan Wa Style Tokyo,2.5,7.2,25,Kawaguchi,38
59,651052800,bnb+ Costelun Akiba - Hostel Caters to Adult Female Only,2.0,8.0,26,Iwamotocho,40
60,683250624,&AND HOSTEL AKIHABARA,2.0,8.4,26,Kanda Sakumacho,41
61,688387680,Sogi hostel Beehive,2.0,6.0,26,Sugamo,42
62,1069021888,TOP EDGE HOSTEL,1.0,8.4,26,Koenjiminami,43
63,1179818528,Theater Zzz - Hostel,1.0,9.0,26,Sumida,16
64,1184498240,Hotel Adonis,1.0,10.0,26,Minamiaoyama,44
65,726732928,CITAN - Hostel,2.0,9.0,26,Nihonbashi,45
66,327493,Sakura Hotel Ikebukuro - Hostel,2.0,8.2,26,Ikebukuro,46
67,636594,Cotoha HOTEL OKACHIMACHI,3.0,8.8,26,Ueno,1
68,860655456,Akasakano-sato Premium,2.5,7.6,27,Akasaka,47
69,860675456,Akasaka-no Sato Female Only,1.0,7.4,27,Akasaka,47
70,425866,Capsule Hotel Shinjuku 510,1.5,8.6,27,Kabukicho,30
71,698346,Sakura Hotel Nippori,2.5,8.6,27,Sendagi,48
72,432096,Hotel Graphy Nezu,3.0,8.6,27,Taito,11
73,1748716704,NOMAD Rio de Marso,2.5,10.0,27,Matsudo,49
74,702958240,hostel DEN,1.0,8.8,28,Nihonbashi,45
75,718464064,HOTEL EMIT UENO,3.0,8.2,28,Higashiueno,6
76,627530,Tokyo Guest House Itabashijuku - Hostel,1.5,8.8,28,Itabashi,3
77,358445,Sakura Hotel Jimbocho,2.0,8.8,28,Chiyoda,39
78,509544,APA Hotel Asakusabashi-Ekikita,3.0,8.6,29,Asakusabashi,0
79,1061967488,APA Hotel Ueno Inaricho Ekikita,3.0,8.4,29,Ueno,1
80,405600,Palace Japan Hotel,2.0,8.4,29,Kiyokawa,50
81,623475488,APA Hotel Asakusa Kaminarimon,3.0,8.8,29,Kaminarimon,37
82,694878,APA Hotel Asakusa Tawaramachi Ekimae,3.0,8.6,29,Nishiasakusa,4
83,865708800,APA Hotel Asakusa-Ekimae,3.0,8.8,29,Komagata,33
84,556139,APA Hotel Ueno Ekikita,3.0,7.8,29,Ueno,1
85,451798,Capsule Inn Kamata,2.0,7.6,29,Kamata,29
87,607636768,almond hostel & cafe Shibuya,1.0,8.6,29,Motoyoyogicho,51
88,1184482912,Hotel Tomariya Ueno - Hostel,2.0,7.4,29,Ueno,1
89,701804032,Nui. HOSTEL & BAR LOUNGE,1.0,8.8,29,Kuramae,24
92,1545312160,unito CHIYODA,2.5,10.0,29,Higashikanda,52
93,669526,Asakusa Town Hotel,3.0,7.2,29,Asakusa,5
95,458611,Asakusa Ryokan Toukaisou,2.0,8.8,30,Nishiasakusa,4
96,638775936,OYO KAME-CiTi Ryokan Kameido,2.5,8.6,30,Koto,34
98,476150,APA Hotel Higashi-Shinjuku-Kabukicho,3.0,8.0,30,Kabukicho,30
99,670116,obi Hostel,1.0,8.4,31,Nihonbashi,45
100,623047584,Beagle Tokyo Hostel and Apartments,2.0,8.6,32,Haneda,53
102,599621,Sotetsu Fresa Inn Ginza-Nanachome,3.0,8.6,32,Ginza,54
103,335843,Sakura Ryokan Asakusa Iriya,2.0,8.0,32,Iriya,55
104,621277888,Henn na Hotel Tokyo Ginza,3.0,8.0,32,Tsukiji,56
105,1165600288,OYO Hotel Urban Stays Asakusa,2.5,9.0,32,Azumabashi,57
106,687231,KEIKYU EX INN Higashiginza,3.0,9.0,32,Tsukiji,56
107,364560,Flexstay Inn Sugamo,2.5,7.8,32,Sugamo,42
108,1449235392,Hotel Minami,2.5,9.0,33,Taito,11
109,544520,Super Hotel Lohas Akasaka,3.0,9.0,33,Akasaka,47
110,630042,Nagomi,1.5,8.8,33,Itabashi,3
111,425448,Tokyo Inn,3.0,7.6,34,Ota,58
112,1177821472,Super Hotel Shinbashi Karasumoriguchi,3.0,8.6,34,Shinbashi,59
113,581157,UNPLAN Kagurazaka - Hostel,1.5,8.8,34,Shinjuku,8
114,1241838304,Tennenonsen U-neru,2.5,8.6,34,Narashino,60
115,1157367552,OYO Hotel Mercury Asakusabashi,3.0,6.6,35,Asakusabashi,0
116,468234,Flexstay Inn Nakanobu,2.5,7.4,35,Tokyo,61
117,545515,APA Hotel Okachimachieki-Kita S,3.0,7.4,35,Ueno,1
118,336631,Hotel Yanagibasi - Hostel,2.0,7.4,35,Yanagibashi,62
119,221348,Hotel Rose Garden Shinjuku,3.0,8.4,35,Nishi-Shinjuku,63
120,461537,Tokyo Guest House 2020,2.0,7.6,35,Higashiogu,64
121,1777015488,NOMAD Miyama,3.0,10.0,35,Matsudo,49
122,338862,Sotetsu Fresa Inn Tokyo-Kamata,3.0,8.4,35,Kamata,29
123,143366,Apa Hotel And Resort Tokyo Bay Makuhari,3.5,8.2,36,Chiba,65
124,1662101056,Apa Hotel Higashi Shinjuku Kabukicho Tower,3.0,9.6,36,Kabukicho,30
125,435627,APA Hotel Shintomicho-Ekimae,3.0,7.8,36,Chuo,2
126,359544,APA Villa Hotel Akasaka-Mitsuke,3.0,7.8,36,Akasaka,47
127,449864,APA Hotel Shimbashi Toranomon,3.0,7.8,36,Nishishinbashi,66
128,456836,APA Hotel Hanzomon Hirakawacho,3.0,8.2,36,Hirakawacho,67
129,939955168,APA Hotel Nihombashi Bakurocho-Ekimae,3.0,8.8,36,Nihonbashi,45
130,359519,Apa Hotel Tokyo Kiba,3.0,7.4,36,Koto,34
131,710678272,APA Hotel Nihombashi Bakurocho-Ekikita,3.0,8.8,36,Higashikanda,52
132,378500,APA Hotel Ningyocho-Eki-Kita,3.0,8.0,36,Nihonbashihoridomecho,68
133,725188832,APA Hotel Hatchobori Shintomicho,3.0,8.6,36,Chuo,2
134,378494,APA Hotel Shimbashi Onarimon,3.0,7.8,36,Shinbashi,59
135,406309,APA Hotel Kanda-Eki-Higashi,3.0,7.8,36,Iwamotocho,40
136,622640,APA Hotel Shintomicho-Ekikita,3.0,8.4,36,Chuo,2
137,1093996192,APA Hotel Komagome Ekimae ,3.0,8.6,36,Toshima,69
138,378358,APA Hotel Tsukiji-Eki-Minami,3.0,7.8,36,Tsukiji,56
139,1624833248,APA HOTEL Nihombashi Bakuroyokoyama Ekimae,3.0,10.0,36,Nihonbashi,45
140,367496,APA Hotel <Hatchobori Eki Minami>,3.0,7.8,36,Chuo,2
141,226756,APA Hotel Nishiazabu,3.0,7.4,36,Nishiazabu,70
142,419682,APA Hotel Higashi Shinjuku Ekimae,3.0,7.8,36,Okubo,32
143,461326,APA Hotel Higashi-Nihombashi-Ekimae,3.0,8.2,36,Higashinihonbashi,71
144,1440326912,APA HOTEL < Ningyocho Ekihigashi >,3.0,7.6,36,Nihonbashihoridomecho,68
145,367523,APA Hotel Nihombashi-Hamachoeki - Minami,3.0,8.2,36,Nihonbashi,45
146,563174,APA Hotel Keisei Ueno-Ekimae,3.0,8.2,36,Taito,11
147,443000,APA Hotel Ginza-Takaracho,3.0,8.0,36,Chuo,2
148,400934,APA Hotel Kodemmacho-Ekimae,3.0,8.0,36,Nihonbashi,45
149,572604,APA Hotel Sugamo Ekimae,3.0,8.4,36,Sugamo,42
150,1139330112,Henn na Hotel Tokyo Asakusa Tawaramachi,3.0,8.8,36,Taito,11
151,866537856,Theatel Haneda,3.0,8.4,36,Haneda,53
152,678021,Koraku Garden Hotel,3.0,8.0,36,Korakuen,72
154,322415008,OYO 44760 Kawaguchi Station Hotel,3.0,6.0,36,Kawaguchi,38
155,688929152,Sotetsu Fresa Inn Tokyo-Kanda,3.0,8.6,36,Kanda Nishifukudacho,73
156,1776986496,NOMAD Horikiri House,3.0,10.0,36,Matsudo,49
157,1748702720,NOMAD Take Five,3.0,8.8,36,Matsudo,49
158,1748708928,NOMAD Kiara City,2.5,8.0,36,Matsudo,49
159,631721088,Sotetsu Fresa Inn Ginza-Sanchome,3.0,8.4,36,Ginza,54
160,1054912608,AI HOTEL Keikyu Kamata,2.5,8.4,37,Kamata,29
161,1183583072,Cypress Inn Tokyo,3.0,9.2,37,Nishishinkoiwa,74
162,328309,Hotel MyStays Asakusa,3.0,7.6,37,Sumida,16
163,565603,Premier Hotel-CABIN-Shinjuku,3.0,8.0,37,Kabukicho,30
164,422808,Sotetsu Fresa Inn Nihombashi-Kayabacho,3.0,8.4,38,Nihonbashi,45
166,604011,commun SHIBUYA - Caters to Men,2.0,7.8,38,Sakuragaokacho,75
167,1735200832,Guanjing Apartment,2.5,8.0,38,Okubo,32
168,316128288,Super Hotel Shinagawa Aomonoyokocho,3.0,10.0,38,Higashishinagawa,76
169,547605,Spa & Capsule Hotel GrandPark-Inn Kitasenju,2.0,7.8,38,Adachi,77
171,1335142880,Shizutetsu Hotel Prezio Tokyo Tamachi,3.5,9.4,38,Tamachi,78
172,363436,Hotel Wing International Shinjuku,3.0,8.0,38,Kabukicho,30
173,1227322912,Hotel Tokyo Trip,3.0,8.8,39,Nishinippori,79
175,256969,Hotel Sunroute Plaza Shinjuku,3.0,8.4,39,Yoyogi,80
176,1456297568,Hotel OKUnoMA,2.5,10.0,39,Asakusa,5
177,415952,Hotel Resol Ikebukuro,3.0,8.8,39,Toshima,69
178,1128732800,APA Hotel Shinjuku Kabukicho Chuo,3.0,8.4,39,Kabukicho,30
179,653874,APA Hotel Higashi Shinjuku Kabukicho-Higashi,3.0,8.2,39,Kabukicho,30
180,1093747456,"MANGA ART HOTEL, TOKYO - Hostel",2.0,7.6,39,Kanda Nishikicho,12
181,632471520,COCO STAY NISHIKAWAGUCHI EKIMAE,2.5,8.0,39,Kawaguchi,38
182,926956928,KEIKYU EX INN SHINAGAWA SENGAKUJI-STATION,3.0,8.6,39,Mita,81
183,570180,MyCUBE by MYSTAYS Asakusa Kuramae,2.0,9.2,39,Kuramae,24
184,385247,Diamond Hotel,3.0,8.2,39,Kojimachi,82
185,1662096736,APA HOTEL Roppongi Six,3.0,8.6,39,Roppongi,35
186,595969,Amanek Ginza East,3.0,8.4,40,Chuo,2
187,1182566240,Ikebukuro Lodging,2.5,8.8,40,Toshima,69
188,229311,Comfort Hotel Tokyo Kiyosumi Shirakawa,3.0,8.2,40,Kiyosumi-Shirakawa,83
189,1175705344,Superhotel Tokyo Otsuka ,2.0,9.0,40,Kitaotsuka,84
190,1179992160,Super Hotel Shinagawa Shimbamba,3.0,9.0,40,Shinagawa,85
191,1472649248,Otsuka Station Apartment Hotel,2.5,10.0,40,Kitaotsuka,84
192,1503682688,APA Hotel Omori-Ekimae,3.0,8.6,40,Ota,58
193,385534,Smile Hotel Sugamo,3.0,8.8,40,Sugamo,42
194,1085538432,UNPLAN Shinjuku � Hostel,2.0,9.0,40,Shinjuku,8
195,1173381952,Super Hotel Tokyo Hamamatsucho ,3.0,9.0,40,Hamamatsucho,25
196,531256,the b suidobashi,3.0,8.2,40,Suidobashi,86
197,371817,Tokyu Stay Gotanda,3.0,8.8,41,Higashigotanda,31
198,611320768,Keio Presso Inn Hamamatsucho,3.0,8.6,41,Shibadaimon,87
199,326242,the b ochanomizu,3.5,8.4,41,Ochanomizu,88
200,558679,CVS Bay Hotel,3.0,7.8,41,Ichikawa,89
201,221667,Comfort Inn Tokyo Roppongi,3.0,8.2,41,Roppongi,35
202,380247,R&B Hotel Kamata Higashi-guchi,2.5,8.6,41,Kamata,29
203,380244,R&B Hotel Ueno Hirokoji,2.5,8.2,41,Ueno,1
204,727370208,BOOK AND BED TOKYO SHINJUKU - Hostel,2.0,8.6,41,Kabukicho,30
205,1169174656,"Super Hotel Akihabara, Suehiro-cho",3.0,8.6,42,Taito,11
206,1166858880,SuperHotel Tokyo Kinshicho-ekimae,3.0,9.0,42,Kinshi,90
207,643950624,Henn na Hotel Tokyo Asakusabashi,3.0,8.4,42,Asakusabashi,0
208,1166051520,Hotel Life Tree Ueno ,3.0,8.8,42,Higashiueno,6
209,1352376288,Keio Presso Inn Higashi Ginza,3.0,4.6,42,Tsukiji,56
210,239641,Tokyo Bay Ariake Washington Hotel,3.0,7.8,42,Ariake,91
211,721113472,Hotel Risveglio Akasaka,3.5,8.8,42,Akasaka,47
213,388380,Dormy Inn Express Asakusa Hot Spring,3.0,8.6,42,Asakusa,5
215,267536,Comfort Hotel Tokyo Higashi Nihombashi,3.0,8.6,42,Nihonbashi,45
216,310443,Listel Shinjuku Hotel Tokyo,3.0,7.8,42,Shinjuku,8
217,437612,APA Hotel Ginza-Kyobashi,3.0,7.8,43,Kyobashi,92
218,479370,APA Hotel Kanda-Jimbocho-Ekihigashi,3.0,8.4,43,Kanda Ogawamachi,93
219,461263,APA Hotel Shinjuku Gyoen-mae,3.0,8.2,43,2-Chome Shinjuku,94
220,400955,APA Hotel Tokyo-Kudanshita,3.0,8.0,43,Iidabashi,95
221,533033,APA Hotel Shinjuku Kabukicho Tower,3.0,7.8,43,Kabukicho,30
222,556763,APA HOTEL ROPPONGI-EKIMAE,3.0,8.2,43,Roppongi,35
223,359527,APA Hotel Tokyo Itabashi Ekimae,3.0,7.6,43,Kamiikebukuro,96
224,375190,APA Hotel Ikebukuro-Eki-Kitaguchi,3.0,7.8,43,Ikebukuro,46
225,644325,APA Hotel Kamataeki-Higashi,3.0,8.2,43,Kamata,29
226,1182612800,APA Hotel Ayase Ekimae,3.0,8.8,43,Adachi,77
227,1138451904,Akihabara Nakagawa Inn,3.0,8.4,43,Taito,11
228,556270816,Comfort Hotel Tokyo Higashi Kanda,2.5,8.6,43,Higashikanda,52
229,699885,Sotetsu Fresa Inn Tokyo-Roppongi,3.0,8.4,43,Roppongi,35
230,1208300000,"Far East Village Hotel Ariake, Tokyo",3.0,9.0,43,Ariake,91
231,513105,Belmont Hotel,3.0,7.8,43,Yanagibashi,62
232,713420896,KOENJI JUNJO HOTEL ,2.5,8.2,43,Koenjiminami,43
233,646106272,Hatoya Hotel,2.0,8.2,43,Ikebukuro,46
234,720178496,FAMY INN MAKUHARI,3.0,7.8,43,Chiba,65
235,392540,Hotel Route-Inn Tokyo Ikebukuro,3.0,8.2,43,Toshima,69
236,641929792,Hotel IL FIORE Kasai,3.0,8.8,43,Higashikasai,97
237,1888820384,KOKO HOTEL Ginza 1chome,2.5,8.6,43,Chuo,2
238,481849,Capsule Hotel Anshin Oyado Akihabara,1.5,8.6,43,Ochanomizu,88
239,882135872,BUSINESS HOTEL La Firenze,3.0,8.2,43,Adachi,77
240,391035,Nishitetsu Inn Kamata,3.0,8.8,43,Kamata,29
241,345257,Hotel Horidome Villa,2.5,8.6,43,Nihonbashihoridomecho,68
242,425412,Grand Park Hotel Panex Tokyo,3.0,7.6,43,Kamata,29
244,468222,Flexstay Inn Tokiwadai,2.5,7.2,43,Itabashi,3
245,1909719200,APA Hotel Shinagawa Togoshiekimae,3.0,9.4,43,Tokyo,61
246,1573986336,Time Sharing Stay Asakusa -Hostel,1.0,9.4,43,Asakusa,5
247,860784032,BELKEN HOTEL KANDA,2.5,9.2,44,Kanda Sudacho,98
248,468277,Hotel MyStays Asakusa-bashi,3.0,8.6,44,Asakusabashi,0
249,314237,Sotetsu Grand Fresa Tokyo-Bay Ariake,3.0,8.4,44,Ariake,91
250,380274,R&B Hotel Otsuka-eki Kita-guchi,2.5,7.8,44,Kitaotsuka,84
251,1136767840,44824 Hotel Cocoro Inn Asakusa Kuramae,2.5,7.4,44,Kuramae,24
252,470992,Maple Inn Makuhari,3.0,7.8,44,Chiba,65
253,1176019552,Super Hotel Asakusa,3.0,10.0,44,Asakusa,5
254,1722254080,Exsaison Kamata 101,2.0,5.0,44,Ota,58
262,976456672,First Cabin TKP Ichigaya,2.5,8.8,44,Shinjuku,8
267,395474,Hotel Tateshina,2.5,7.0,44,Shinjuku,8
268,647937472,Urbain Tokyo Ueno Kitasenju,3.0,8.8,44,Adachi,77
269,268046,Citadines Central Shinjuku Tokyo,3.5,8.6,44,Kabukicho,30
270,1438793792,Miki Hall Akabane,3.0,2.0,44,Kita,13
271,325750,Sky Heart Hotel Koiwa,2.5,8.4,44,Kitakoiwa,99
272,337793,Akasaka Granbell Hotel,3.0,8.6,44,Akasaka,47
273,663580,Red Roof Inn Kamata-Haneda Tokyo,3.0,8.4,45,Kamata,29
274,312768,Sotetsu Fresa Inn Higashi Shinjuku,3.0,8.6,45,Okubo,32
275,621057,Shinkoiwa Park Hotel,2.5,8.0,45,Nishishinkoiwa,74
276,635089,APA Hotel TKP Nippori-Ekimae,3.0,8.4,45,Higashinippori,100
277,524439,Red Planet Tokyo Asakusa,3.0,8.8,45,Asakusa,5
278,332935,Hotel New Star Ikebukuro,3.0,7.0,45,Ikebukuro,46
279,700999104,Ryoma Ikebukuro I - Hostel,1.0,8.8,45,Ikebukuro,46
280,1341891136,Richmond Hotel Tokyo Suidobashi,3.5,9.0,45,Suidobashi,86
281,622321792,Belken Hotel Tokyo,2.5,8.8,45,Nihonbashikabutocho,101
282,546981,First Cabin Atagoyama,2.0,8.6,45,Nishishinbashi,66
283,460547,Hotel Wing International Premium Tokyo Yotsuya,3.0,8.6,45,Yotsuya,102
284,1809273728,Sotetsu Fresa Inn Kanda Otemachi,3.0,8.0,45,Uchikanda,103
285,1851518400,Smile Hotel Tokyo Nishikasai,3.0,7.4,45,Nishikasai,104
286,468235,Flexstay Inn Higashi-Jujo,2.5,7.6,45,Nakajujo,105
287,876310144,Miyako City Tokyo Takanawa,3.5,9.0,45,Takanawa,106
288,380239,R&B Hotel Higashi Nihonbashi,2.5,8.2,46,Higashinihonbashi,71
289,625142,Hotel Green Tower Makuhari,3.5,7.8,46,Chiba,65
290,406325,Almont Inn Nihonbashi,3.0,8.6,46,Nihonbashi,45
291,1173194880,Super Hotel Tokyo / Kameido,2.5,8.0,46,Kameido,107
292,468278,Hotel MyStays Kamata,3.5,8.6,46,Kamata,29
293,570210,Kuretake-INN Tokyo Funabori,3.5,8.2,46,Funabori,108
294,1724539168,Kameido House,2.5,7.0,46,Koto,34
295,1559223616,Asahi group Tokyo Shinjyuku Tei Hotel,2.5,8.6,46,Nishi-Shinjuku,63
296,1412335008,Hotel Vista Tokyo Tsukiji,3.0,9.2,46,Tsukiji,56
297,349747,the b akasaka-mitsuke,3.0,8.4,46,Akasaka,47
298,540043,Hotel Yamayuri,2.5,8.4,46,Higashiueno,6
299,421315,Sotetsu Fresa Inn Nihombashi-Ningyocho,3.0,8.4,46,Nihonbashi,45
300,855266464,Asakusa hotel Hatago,3.0,8.6,46,Komagata,33
301,484723,Marroad Inn Akasaka,3.0,7.4,46,Akasaka,47
302,371778,Tokyu Stay Suidobashi,3.0,8.6,47,Suidobashi,86
303,616156,Hotel Toka,2.5,7.0,47,Edogawa,7
304,311293,Best Western Tokyo Nishikasai,3.0,7.8,47,Nishikasai,104
305,556176,Ryogoku View Hotel,3.0,8.6,47,Ryogoku,9
306,1254727040,hotel MONday Asakusabashi,3.0,8.0,47,Asakusabashi,0
307,612534304,VIA INN AKIHABARA,3.0,8.8,47,Kanda Sudacho,98
308,343963,Akihabara Washington Hotel,3.5,8.8,47,Kanda Sakumacho,41
309,1047746752,HOTEL TAVINOS HAMAMATSUCHO,3.0,8.6,47,Kaigan,109
310,352508,Smile Hotel Tokyo Ayase Ekimae,3.0,7.8,47,Katsushika,110
311,325559,Smile Hotel Asakusa,3.0,7.6,47,Asakusa,5
312,419733,APA Hotel Mita-Ekimae,3.0,7.8,47,Shiba,111
313,236370,Pearl Hotel Kayabachou,2.5,7.6,47,Shinkawa,112
314,384917,Hotel Famy Inn Kinshicho,3.0,8.6,47,Sumida,16
315,646411200,City Pension Zem,3.0,8.8,47,Nihonbashi,45
316,324754,Via Inn Asakusa,3.0,8.2,47,Asakusa,5
317,228256,THE KNOT TOKYO Shinjuku,3.0,8.8,48,Nishi-Shinjuku,63
318,646908,HOTEL BUSINESS VILLA OMORI,3.0,7.0,48,Omorinishi,113
319,395683,Sotetsu Fresa Inn Tokyo Kyobashi,3.0,8.2,48,Kyobashi,92
320,955730368,hotel MONday TOYOSU,3.5,8.6,48,Koto,34
321,1648200064,Minn Kamata,3.0,9.2,48,Kamata,29
322,1264817792,Tokyo City View Hotel Tabata Station,3.0,8.2,48,Kita,13
323,392488,Hotel Route-Inn Shinagawa Oimachi,3.0,8.0,48,Shinagawa,85
327,567629408,Best Western Tokyo Nishikasai Grande,3.5,9.0,48,Nishikasai,104
328,396481,Hotel Star Plaza Ikebukuro,3.0,7.8,48,Ikebukuro,46
329,328308,Hotel MyStays Kameido,3.0,7.4,49,Koto,34
330,591634,Hotel Sardonyx Ueno,3.5,8.6,49,Ueno,1
331,356374,Candeo Hotels Uenokoen,3.0,7.8,49,Ueno,1
332,1465675008,ICI HOTEL Tokyo Hatchobori,2.5,8.0,49,Hatchobori,114
333,671310688,HOSTEL WAQWAQ TOKYO UENO ASAKUSA,2.0,7.4,49,Ueno,1
334,457392,Ryokan Sansuiso,2.0,9.6,49,Higashigotanda,31
335,1210976416,Kin Hotel,2.5,9.4,49,Ueno,1
336,627076800,APA HOTEL IIDABASHI-EKIMINAMI,3.0,8.4,49,Iidabashi,95
337,417792,APA Hotel Akihabara-ekimae,3.0,8.0,49,Kanda Sakumacho,41
338,644032,APA HOTEL IIDABASHI-EKIMAE,3.0,8.2,49,Iidabashi,95
339,641866176,APA HOTEL KANDA-EKIMAE,3.0,8.6,49,Kanda,115
340,536941,Otsuka City Hotel,2.5,7.4,50,Minamiotsuka,116
341,1182701376,VIA INN Nihonbashi Ningyocho,3.0,9.0,50,Nihonbashi,45
342,1719026912,Super Hotel Tokyo JR Shinkoiwa,3.0,9.6,50,Shinkoiwa,117
344,391046,Nishitetsu Inn Nihonbashi,3.0,9.0,50,Nihonbashi,45
345,1053509344,Hotel Wing International Select Ikebukuro,3.0,9.0,50,Toshima,69
346,626084,SLE Japan Ichikawa House,2.5,10.0,50,Ichikawa,89
347,314229,Daiichi Hotel Ryogoku,3.5,8.6,50,Kamezawa,118
348,371876,Tokyu Stay Ikebukuro,3.0,8.8,51,Ikebukuro,46
349,468255,HOTEL MYSTAYS Kiyosumi shirakawa,3.0,8.4,51,Kiyosumi-Shirakawa,83
350,604022,Meitetsu Inn Hamamatsucho,3.0,8.8,51,Hamamatsucho,25
351,468264,Hotel MyStays Higashi-Ikebukuro,3.0,8.6,51,Higashiikebukuro,119
352,425393,Annex Katsutaro Ryokan,2.5,9.2,51,Sendagi,48
353,248463,Hotel Gracery Ginza,3.5,8.6,51,Ginza,54
354,325303648,Keio Presso Inn Ikebukuro,3.0,7.4,51,Toshima,69
355,236646,Pearl Hotel Ryogoku,3.0,8.0,51,Sumida,16
356,1409601312,Hotel Tavinos Asakusa,2.5,9.4,51,Asakusa,5
357,1256482784,Akasaka Urban Hotel Annex,2.5,8.8,51,Akasaka,47
358,651259,JR-EAST HOTEL METS KOMAGOME,3.0,9.2,51,Toshima,69
359,738400256,HOTEL Nishikawaguchi Weekly,3.0,8.4,51,Kawaguchi,38
360,266264,Tokyo Green Palace,3.0,8.4,51,Chiyoda,39
362,1728437632,RESIDENTIAL HOTEL YAMATO-H Shimokitazawa 207,3.0,8.0,51,Shimokitazawa,120
363,380263,R&B Hotel Tokyo Toyo-cho,2.5,8.2,51,Minamisuna,121
364,1047747328,HOTEL ORIENTAL EXPRESS TOKYO KAMATA ,3.0,8.8,51,Kamata,29
365,1138416768,Business Hotel Sun Palace,3.0,7.4,51,Minamisenju,36
